,basic,,,,,,,,,,,,central_tendencies,,,,,,dispersion,,,,,,Hypothesis Testing,,,,,,
Variable `num_major_edits vs num_major_edits_prev_week` in subset `All`,20650,0,50.0,nan,20650,0,50.0,nan,41300,0.0,100.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `num_minor_edits vs num_minor_edits_prev_week` in subset `All`,20650,96125,50.0,54.611202327,20650,79892,50.0,45.388797673,41300,176017.0,100.0,100.0,4.65496368039,0.0,3.86886198547,0.0,4.26191283293,0.0,1355,29.0924239959,500,22.5339226423,1355.0,26.023602571,0.786101694915,7.23444026061e-05,3.02107047141,0.0302107047141,0.33306986146368917,0.2868301930597002,"RanksumsResult(statistic=8.1379517535255719, pvalue=4.0202097407381897e-16)"
Variable `percent_of_revs_preceding_post` in subset `All`,11432,22971.9329213,50.0,50.0,11432,22971.9329213,50.0,50.0,22864,45943.8658426,100.0,100.0,2.00944129822,0.0,2.00944129822,0.0,2.00944129822,0.0,100.0,10.2560660795,100.0,10.2560660795,100.0,10.2560660795,0.0,nan,0.0,0.0,0.08692046645978214,0.08692046645978214,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `week_after_avg_score vs day_of_avg_score` in subset `All`,20650,50676,50.0,50.0622369747,20650,50550,50.0,49.9377630253,41300,101226.0,100.0,100.0,2.45404358354,2.0,2.44794188862,2.0,2.45099273608,2.0,5,1.34277525773,5,1.34471501666,5.0,1.34374895054,0.00610169491525,1.54211591343e-05,0.454081146565,0.00454081146565,0.38930403297199373,0.3868188334339769,"RanksumsResult(statistic=0.43738276324924147, pvalue=0.66183378248336955)"
Variable `num_wiki_pageviews vs num_wiki_pageviews_prev_week` in subset `All`,20186,2010072555,50.0,49.7550682051,20186,2029862727,50.0,50.2449317949,40372,4039935282.0,100.0,100.0,99577.5564748,4380.0,100557.947439,3917.5,100067.751957,4136.0,405490695,3948019.63372,436899789,4133636.89223,436899789.0,4041893.95368,-980.390964034,0.68965003653,-0.0242557321513,-0.000242557321513,0.5175526893460617,0.48236209061730073,"RanksumsResult(statistic=6.1233917018786315, pvalue=9.1604125630944095e-10)"
Variable `num_edits vs num_edits_prev_week` in subset `Good`,5049,44097,50.0,56.7426718481,5049,33617,50.0,43.2573281519,10098,77714.0,100.0,100.0,8.73380867499,1.0,6.65815012874,1.0,7.69597940186,1.0,1355,46.3700364569,500,29.9614790886,1355.0,39.0514064369,2.07565854625,0.000893564871649,5.31707337817,0.0531707337817,0.41501838135999825,0.35692734474088966,"RanksumsResult(statistic=5.0551720176159725, pvalue=4.3000301557658654e-07)"
Variable `norm_change_edits` in subset `Good`,3680,358.403007432,50.0,50.0,3680,358.403007432,50.0,50.0,7360,716.806014865,100.0,100.0,0.0973921215849,0.166666666667,0.0973921215849,0.166666666667,0.0973921215849,0.166666666667,2.0,0.753679032409,2.0,0.753679032409,2.0,0.753679032409,0.0,nan,0.0,0.0,0.4409108429820416,0.4409108429820416,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `num_new_editors vs num_new_editors_prev_week` in subset `Good`,5049,1664,50.0,69.9747687132,5049,714,50.0,30.0252312868,10098,2378.0,100.0,100.0,0.329570211923,0.0,0.141414141414,0.0,0.235492176669,0.0,128,3.30407825107,37,1.03752435351,128.0,2.45062147493,0.188156070509,0.000100309914233,7.68355592399,0.0768355592399,0.07616246111929591,0.05323366755449987,"RanksumsResult(statistic=1.9952991437636487, pvalue=0.046010263242676243)"
Variable `num_new_editors_retained vs num_new_editors_retained_prev_week` in subset `Good`,5049,696,50.0,83.7545126354,5049,135,50.0,16.2454873646,10098,831.0,100.0,100.0,0.137849079026,0.0,0.0267379679144,0.0,0.08229352347,0.0,80,2.26366832907,37,0.588291108103,80.0,1.65475883007,0.111111111111,0.000705275661757,6.71842821314,0.0671842821314,0.026180389991511586,0.00932913302281727,"RanksumsResult(statistic=1.4664224921367375, pvalue=0.14253322248073641)"
Variable `percent_new_editors` in subset `Good`,2943,8226.81187812,50.0,50.0,2943,8226.81187812,50.0,50.0,5886,16453.6237562,100.0,100.0,2.79538290116,0.0,2.79538290116,0.0,2.79538290116,0.0,100.0,10.8183692646,100.0,10.8183692646,100.0,10.8183692646,0.0,nan,0.0,0.0,0.12588692462253423,0.12588692462253423,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `percent_active_editors` in subset `Good`,2943,287368.406524,50.0,50.0,2943,287368.406524,50.0,50.0,5886,574736.813048,100.0,100.0,97.6447184927,100.0,97.6447184927,100.0,97.6447184927,100.0,100.0,10.5328028053,100.0,10.5328028053,100.0,10.5328028053,0.0,nan,0.0,0.0,0.10448712420114005,0.10448712420114005,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `percent_inactive_editors` in subset `Good`,2943,6931.59347611,50.0,50.0,2943,6931.59347611,50.0,50.0,5886,13863.1869522,100.0,100.0,2.35528150734,0.0,2.35528150734,0.0,2.35528150734,0.0,100.0,10.5328028053,100.0,10.5328028053,100.0,10.5328028053,0.0,nan,0.0,0.0,0.10448712420114005,0.10448712420114005,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `num_active_edits vs num_active_edits_prev_week` in subset `Good`,5049,43419,50.0,56.7249781169,5049,33124,50.0,43.2750218831,10098,76543.0,100.0,100.0,8.59952465835,1.0,6.5605070311,1.0,7.58001584472,1.0,1353,46.1978922071,500,29.7365795648,1353.0,38.8625025251,2.03901762725,0.00104683617411,5.24855449952,0.0524855449952,0.41312577814855495,0.35588064066621267,"RanksumsResult(statistic=4.981560564029003, pvalue=6.3073537140697841e-07)"
Variable `num_inactive_edits vs num_inactive_edits_prev_week` in subset `Good`,5049,678,50.0,57.8992314261,5049,493,50.0,42.1007685739,10098,1171.0,100.0,100.0,0.134284016637,0.0,0.0976430976431,0.0,0.11596355714,0.0,14,0.681498040691,14,0.567639574592,14.0,0.627425511348,0.0366409189939,0.00111845891387,5.84237466596,0.0584237466596,0.06234457868444797,0.04928511833781369,"RanksumsResult(statistic=1.1364544747640974, pvalue=0.25576640828723785)"
Variable `num_major_edits vs num_major_edits_prev_week` in subset `Good`,5049,0,50.0,nan,5049,0,50.0,nan,10098,0.0,100.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `num_minor_edits vs num_minor_edits_prev_week` in subset `Good`,5049,44097,50.0,56.7426718481,5049,33617,50.0,43.2573281519,10098,77714.0,100.0,100.0,8.73380867499,1.0,6.65815012874,1.0,7.69597940186,1.0,1355,46.3700364569,500,29.9614790886,1355.0,39.0514064369,2.07565854625,0.000893564871649,5.31707337817,0.0531707337817,0.41501838135999825,0.35692734474088966,"RanksumsResult(statistic=5.0551720176159725, pvalue=4.3000301557658654e-07)"
Variable `percent_of_revs_preceding_post` in subset `Good`,3680,6558.22516765,50.0,50.0,3680,6558.22516765,50.0,50.0,7360,13116.4503353,100.0,100.0,1.78212640425,0.0,1.78212640425,0.0,1.78212640425,0.0,100.0,8.79879029851,100.0,8.79879029851,100.0,8.79879029851,0.0,nan,0.0,0.0,0.09493021916351607,0.09493021916351607,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `week_after_avg_score vs day_of_avg_score` in subset `Good`,5049,21739,50.0,49.8875527813,5049,21837,50.0,50.1124472187,10098,43576.0,100.0,100.0,4.30560507031,4.0,4.32501485443,4.0,4.31530996237,4.0,5,0.644530191272,5,0.61564256694,5.0,0.630326624675,-0.0194097841157,3.27531721456e-10,-3.07968668359,-0.0307968668359,0.2344797180932467,0.24418461015107992,"RanksumsResult(statistic=-0.84453474442912946, pvalue=0.39837065656825266)"
Variable `num_wiki_pageviews vs num_wiki_pageviews_prev_week` in subset `Good`,5049,326929779,50.0,50.3239170463,5049,322721119,50.0,49.6760829537,10098,649650898.0,100.0,100.0,64751.3921569,11040.0,63917.8290751,10328.0,64334.610616,10713.5,13894122,397563.037998,13155954,424612.127227,13894127.0,411310.20847,833.563081798,0.846440232263,0.202660544907,0.00202660544907,0.5136723684834551,0.48629440592904527,"RanksumsResult(statistic=2.3824727231475311, pvalue=0.017196805937741588)"
Variable `num_edits vs num_edits_prev_week` in subset `Bad`,15601,52028,50.0,52.9261568823,15601,46275,50.0,47.0738431177,31202,98303.0,100.0,100.0,3.33491442856,0.0,2.96615601564,0.0,3.1505352221,0.0,1111,20.4275765506,500,19.4488116342,1111.0,19.9450513799,0.368758412922,0.0271139582857,1.84895071773,0.0184895071773,0.30149904227638863,0.257910765640209,"RanksumsResult(statistic=6.667831051075451, pvalue=2.5961138495039839e-11)"
Variable `norm_change_edits` in subset `Bad`,7752,766.892287815,50.0,50.0,7752,766.892287815,50.0,50.0,15504,1533.78457563,100.0,100.0,0.0989283137017,0.142857142857,0.0989283137017,0.142857142857,0.0989283137017,0.142857142857,2.0,0.811756997351,2.0,0.811756997351,2.0,0.811756997351,0.0,nan,0.0,0.0,0.40898858219350964,0.40898858219350964,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `num_new_editors vs num_new_editors_prev_week` in subset `Bad`,15601,1649,50.0,58.2068478645,15601,1184,50.0,41.7931521355,31202,2833.0,100.0,100.0,0.10569835267,0.0,0.075892570989,0.0,0.0907954618294,0.0,74,1.31082732605,37,0.748313626432,74.0,1.06740005493,0.0298057816807,0.0109539122711,2.79264433622,0.0279264433622,0.03536742891539452,0.02847626771848667,"RanksumsResult(statistic=1.0541618561851851, pvalue=0.29180882024532173)"
Variable `num_new_editors_retained vs num_new_editors_retained_prev_week` in subset `Bad`,15601,605,50.0,79.5006570302,15601,156,50.0,20.4993429698,31202,761.0,100.0,100.0,0.0387795654125,0.0,0.00999935901545,0.0,0.024389462214,0.0,64,1.0260855887,10,0.181236361711,64.0,0.736923471022,0.028780206397,0.000520283719832,3.90619870993,0.0390619870993,0.009837393423273342,0.004903291471083213,"RanksumsResult(statistic=0.75478456009149753, pvalue=0.45037825949185717)"
Variable `percent_new_editors` in subset `Bad`,5811,14771.9750126,50.0,50.0,5811,14771.9750126,50.0,50.0,11622,29543.9500253,100.0,100.0,2.54207107428,0.0,2.54207107428,0.0,2.54207107428,0.0,100.0,11.6012371619,100.0,11.6012371619,100.0,11.6012371619,0.0,nan,0.0,0.0,0.09205776723871889,0.09205776723871889,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `percent_active_editors` in subset `Bad`,5811,568498.673532,50.0,50.0,5811,568498.673532,50.0,50.0,11622,1136997.34706,100.0,100.0,97.8314702344,100.0,97.8314702344,100.0,97.8314702344,100.0,100.0,10.6857675561,100.0,10.6857675561,100.0,10.6857675561,0.0,nan,0.0,0.0,0.08441967404314908,0.08441967404314908,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `percent_inactive_editors` in subset `Bad`,5811,12601.3264679,50.0,50.0,5811,12601.3264679,50.0,50.0,11622,25202.6529358,100.0,100.0,2.1685297656,0.0,2.1685297656,0.0,2.1685297656,0.0,100.0,10.6857675561,100.0,10.6857675561,100.0,10.6857675561,0.0,nan,0.0,0.0,0.08441967404314908,0.08441967404314908,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `num_active_edits vs num_active_edits_prev_week` in subset `Bad`,15601,51098,50.0,52.9727039944,15601,45363,50.0,47.0272960056,31202,96461.0,100.0,100.0,3.2753028652,0.0,2.90769822447,0.0,3.09150054484,0.0,1109,20.27046241,500,19.2089457356,1109.0,19.7476936524,0.367604640728,0.0262295176883,1.86158733806,0.0186158733806,0.2998333534662167,0.25658137493639305,"RanksumsResult(statistic=6.6163865084362765, pvalue=3.6808521889521376e-11)"
Variable `num_inactive_edits vs num_inactive_edits_prev_week` in subset `Bad`,15601,930,50.0,50.4885993485,15601,912,50.0,49.5114006515,31202,1842.0,100.0,100.0,0.0596115633613,0.0,0.0584577911672,0.0,0.0590346772643,0.0,16,0.420956179732,15,0.460801570035,16.0,0.441329161622,0.00115377219409,0.800704971504,0.261431439416,0.00261431439416,0.032241654454879,0.02863837711207974,"RanksumsResult(statistic=0.55120427798724136, pvalue=0.58149364779651402)"
Variable `num_major_edits vs num_major_edits_prev_week` in subset `Bad`,15601,0,50.0,nan,15601,0,50.0,nan,31202,0.0,100.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `num_minor_edits vs num_minor_edits_prev_week` in subset `Bad`,15601,52028,50.0,52.9261568823,15601,46275,50.0,47.0738431177,31202,98303.0,100.0,100.0,3.33491442856,0.0,2.96615601564,0.0,3.1505352221,0.0,1111,20.4275765506,500,19.4488116342,1111.0,19.9450513799,0.368758412922,0.0271139582857,1.84895071773,0.0184895071773,0.30149904227638863,0.257910765640209,"RanksumsResult(statistic=6.667831051075451, pvalue=2.5961138495039839e-11)"
Variable `percent_of_revs_preceding_post` in subset `Bad`,7752,16413.7077536,50.0,50.0,7752,16413.7077536,50.0,50.0,15504,32827.4155073,100.0,100.0,2.11735136141,0.0,2.11735136141,0.0,2.11735136141,0.0,100.0,10.8780845083,100.0,10.8780845083,100.0,10.8780845083,0.0,nan,0.0,0.0,0.08308377224932664,0.08308377224932664,"RanksumsResult(statistic=0.0, pvalue=1.0)"
Variable `week_after_avg_score vs day_of_avg_score` in subset `Bad`,15601,28937,50.0,50.1942758023,15601,28713,50.0,49.8057241977,31202,57650.0,100.0,100.0,1.85481699891,2.0,1.84045894494,2.0,1.84763797192,2.0,5,0.885183486438,3,0.872630154518,5.0,0.878958550813,0.0143580539709,8.15899231352e-20,1.63358475758,0.0163358475758,0.3358812958895749,0.3298414021137929,"RanksumsResult(statistic=0.92394089354587083, pvalue=0.35551709034916179)"
Variable `num_wiki_pageviews vs num_wiki_pageviews_prev_week` in subset `Bad`,15137,1683142776,50.0,49.6460646176,15137,1707141608,50.0,50.3539353824,30274,3390284384.0,100.0,100.0,111193.947017,3218.0,112779.388782,2860.0,111986.6679,3044.0,405490695,4553312.12905,436899789,4767140.93166,436899789.0,4661452.84561,-1585.44176521,0.590023041437,-0.0340117521435,-0.000340117521435,0.5198501764743475,0.48003583085631646,"RanksumsResult(statistic=5.999263597312952, pvalue=1.9821436806296509e-09)"
